id,username,email,first_name,last_name,addresses,age,gender,persona,discount_persona
1707,user1707,samuel.rush@example.com,Samuel,Rush,"[{'first_name': 'Samuel', 'last_name': 'Rush', 'address1': '9693 Adams Path', 'address2': '', 'country': 'US', 'city': 'Gregorytown', 'state': 'OH', 'zipcode': '45457', 'default': True}]",40,M,tools_housewares_apparel,lower_priced_products
1708,user1708,justin.ray@example.com,Justin,Ray,"[{'first_name': 'Justin', 'last_name': 'Ray', 'address1': '17882 Clark Village Apt. 448', 'address2': '', 'country': 'US', 'city': 'Brennanchester', 'state': 'PA', 'zipcode': '17554', 'default': True}]",26,M,books_apparel_homedecor,lower_priced_products
1709,user1709,john.myers@example.com,John,Myers,"[{'first_name': 'John', 'last_name': 'Myers', 'address1': '847 Santiago Crossroad', 'address2': '', 'country': 'US', 'city': 'Port Timothy', 'state': 'ID', 'zipcode': '83710', 'default': True}]",39,M,accessories_groceries_books,lower_priced_products
1710,user1710,lori.mcintyre@example.com,Lori,Mcintyre,"[{'first_name': 'Lori', 'last_name': 'Mcintyre', 'address1': '5331 Clarke Isle Suite 782', 'address2': '', 'country': 'US', 'city': 'Colemanville', 'state': 'LA', 'zipcode': '71157', 'default': True}]",40,F,books_apparel_homedecor,discount_indifferent
1711,user1711,eric.cooper@example.com,Eric,Cooper,"[{'first_name': 'Eric', 'last_name': 'Cooper', 'address1': '286 Dunlap Well', 'address2': '', 'country': 'US', 'city': 'South Lindsey', 'state': 'ND', 'zipcode': '58581', 'default': True}]",24,M,outdoors_instruments_groceries,lower_priced_products
1712,user1712,katrina.stevens@example.com,Katrina,Stevens,"[{'first_name': 'Katrina', 'last_name': 'Stevens', 'address1': '4758 Jamie Gardens Apt. 780', 'address2': '', 'country': 'US', 'city': 'North Jessica', 'state': 'IN', 'zipcode': '47230', 'default': True}]",20,F,homedecor_electronics_outdoors,lower_priced_products
1713,user1713,robert.martin@example.com,Robert,Martin,"[{'first_name': 'Robert', 'last_name': 'Martin', 'address1': '718 Davis Causeway', 'address2': '', 'country': 'US', 'city': 'East Charles', 'state': 'LA', 'zipcode': '70543', 'default': True}]",45,M,beauty_accessories_instruments,all_discounts
1714,user1714,joann.hernandez@example.com,Joann,Hernandez,"[{'first_name': 'Joann', 'last_name': 'Hernandez', 'address1': '73558 Katherine Turnpike', 'address2': '', 'country': 'US', 'city': 'East Christopherport', 'state': 'NH', 'zipcode': '03544', 'default': True}]",34,F,homedecor_electronics_outdoors,all_discounts
1715,user1715,linda.rodriguez@example.com,Linda,Rodriguez,"[{'first_name': 'Linda', 'last_name': 'Rodriguez', 'address1': '51379 Ethan Haven', 'address2': '', 'country': 'US', 'city': 'West Marie', 'state': 'IA', 'zipcode': '51158', 'default': True}]",20,F,books_apparel_homedecor,lower_priced_products
1716,user1716,crystal.morse@example.com,Crystal,Morse,"[{'first_name': 'Crystal', 'last_name': 'Morse', 'address1': '9176 Catherine Dale Apt. 082', 'address2': '', 'country': 'US', 'city': 'East Ashleyfurt', 'state': 'RI', 'zipcode': '02937', 'default': True}]",71,F,tools_housewares_apparel,lower_priced_products
1717,user1717,randall.rios@example.com,Randall,Rios,"[{'first_name': 'Randall', 'last_name': 'Rios', 'address1': '1225 Thomas Field Apt. 915', 'address2': '', 'country': 'US', 'city': 'Wyattmouth', 'state': 'TN', 'zipcode': '37281', 'default': True}]",20,M,footwear_jewelry_furniture,lower_priced_products
1718,user1718,kelsey.solomon@example.com,Kelsey,Solomon,"[{'first_name': 'Kelsey', 'last_name': 'Solomon', 'address1': '566 Emma Landing', 'address2': '', 'country': 'US', 'city': 'North Valeriebury', 'state': 'IL', 'zipcode': '61556', 'default': True}]",42,F,accessories_groceries_books,all_discounts
1719,user1719,nicole.rogers@example.com,Nicole,Rogers,"[{'first_name': 'Nicole', 'last_name': 'Rogers', 'address1': '19952 Young Lakes', 'address2': '', 'country': 'US', 'city': 'Michaelstad', 'state': 'AL', 'zipcode': '36433', 'default': True}]",65,F,footwear_jewelry_furniture,discount_indifferent
1720,user1720,jacob.snyder@example.com,Jacob,Snyder,"[{'first_name': 'Jacob', 'last_name': 'Snyder', 'address1': '73717 Ward Meadows Apt. 628', 'address2': '', 'country': 'US', 'city': 'Port James', 'state': 'WA', 'zipcode': '98196', 'default': True}]",27,M,seasonal_furniture_floral,lower_priced_products
1721,user1721,richard.perry@example.com,Richard,Perry,"[{'first_name': 'Richard', 'last_name': 'Perry', 'address1': '8870 David Mountains Apt. 336', 'address2': '', 'country': 'US', 'city': 'Juliechester', 'state': 'NJ', 'zipcode': '07094', 'default': True}]",23,M,groceries_seasonal_tools,all_discounts
1722,user1722,brian.madden@example.com,Brian,Madden,"[{'first_name': 'Brian', 'last_name': 'Madden', 'address1': '385 Mitchell Locks', 'address2': '', 'country': 'US', 'city': 'Kathyfurt', 'state': 'OR', 'zipcode': '97464', 'default': True}]",23,M,seasonal_furniture_floral,discount_indifferent
1723,user1723,kevin.jefferson@example.com,Kevin,Jefferson,"[{'first_name': 'Kevin', 'last_name': 'Jefferson', 'address1': '244 Alvarado Plain', 'address2': '', 'country': 'US', 'city': 'East Sherrymouth', 'state': 'WA', 'zipcode': '98267', 'default': True}]",29,M,homedecor_electronics_outdoors,discount_indifferent
1724,user1724,tiffany.adams@example.com,Tiffany,Adams,"[{'first_name': 'Tiffany', 'last_name': 'Adams', 'address1': '8015 Andrews Overpass Apt. 118', 'address2': '', 'country': 'US', 'city': 'Nelsonfurt', 'state': 'IL', 'zipcode': '61476', 'default': True}]",22,F,groceries_seasonal_tools,discount_indifferent
1725,user1725,mark.coleman@example.com,Mark,Coleman,"[{'first_name': 'Mark', 'last_name': 'Coleman', 'address1': '5094 Daniel Rest Suite 177', 'address2': '', 'country': 'US', 'city': 'Chavezstad', 'state': 'TX', 'zipcode': '79522', 'default': True}]",41,M,beauty_accessories_instruments,all_discounts
1726,user1726,bradley.webb@example.com,Bradley,Webb,"[{'first_name': 'Bradley', 'last_name': 'Webb', 'address1': '58430 Rebecca Forest Suite 742', 'address2': '', 'country': 'US', 'city': 'Schmittburgh', 'state': 'SC', 'zipcode': '29598', 'default': True}]",20,M,groceries_seasonal_tools,all_discounts
1727,user1727,summer.summers@example.com,Summer,Summers,"[{'first_name': 'Summer', 'last_name': 'Summers', 'address1': '2509 Ibarra Ville', 'address2': '', 'country': 'US', 'city': 'Taylorchester', 'state': 'IA', 'zipcode': '50285', 'default': True}]",35,F,tools_housewares_apparel,discount_indifferent
1728,user1728,elizabeth.white@example.com,Elizabeth,White,"[{'first_name': 'Elizabeth', 'last_name': 'White', 'address1': '1865 Gray Forges', 'address2': '', 'country': 'US', 'city': 'Lopezborough', 'state': 'NH', 'zipcode': '03696', 'default': True}]",73,F,seasonal_furniture_floral,discount_indifferent
1729,user1729,deborah.cochran@example.com,Deborah,Cochran,"[{'first_name': 'Deborah', 'last_name': 'Cochran', 'address1': '296 Emily Park', 'address2': '', 'country': 'US', 'city': 'Port Jamesburgh', 'state': 'UT', 'zipcode': '84460', 'default': True}]",47,F,housewares_floral_seasonal,lower_priced_products
1730,user1730,patrick.sutton@example.com,Patrick,Sutton,"[{'first_name': 'Patrick', 'last_name': 'Sutton', 'address1': '19334 Emily Islands', 'address2': '', 'country': 'US', 'city': 'Danielborough', 'state': 'OK', 'zipcode': '73041', 'default': True}]",39,M,homedecor_electronics_outdoors,all_discounts
1731,user1731,jonathan.villanueva@example.com,Jonathan,Villanueva,"[{'first_name': 'Jonathan', 'last_name': 'Villanueva', 'address1': '0821 Barbara Rapids Suite 779', 'address2': '', 'country': 'US', 'city': 'Mcfarlandmouth', 'state': 'NY', 'zipcode': '14096', 'default': True}]",29,M,housewares_tools_beauty,lower_priced_products
1732,user1732,edward.russell@example.com,Edward,Russell,"[{'first_name': 'Edward', 'last_name': 'Russell', 'address1': '3933 Reynolds Drive Suite 240', 'address2': '', 'country': 'US', 'city': 'Shermanland', 'state': 'NY', 'zipcode': '13961', 'default': True}]",39,M,seasonal_furniture_floral,discount_indifferent
1733,user1733,diana.jackson@example.com,Diana,Jackson,"[{'first_name': 'Diana', 'last_name': 'Jackson', 'address1': '8687 Gardner Well Apt. 490', 'address2': '', 'country': 'US', 'city': 'Port Lauramouth', 'state': 'IN', 'zipcode': '47521', 'default': True}]",36,F,instruments_books_electronics,discount_indifferent
1734,user1734,katrina.carroll@example.com,Katrina,Carroll,"[{'first_name': 'Katrina', 'last_name': 'Carroll', 'address1': '926 Curtis Manors Suite 633', 'address2': '', 'country': 'US', 'city': 'Lake Vanessaburgh', 'state': 'KS', 'zipcode': '67428', 'default': True}]",33,F,accessories_groceries_books,all_discounts
1735,user1735,lisa.green@example.com,Lisa,Green,"[{'first_name': 'Lisa', 'last_name': 'Green', 'address1': '59605 Seth Trail', 'address2': '', 'country': 'US', 'city': 'Stephenchester', 'state': 'MI', 'zipcode': '49913', 'default': True}]",23,F,floral_beauty_jewelry,discount_indifferent
1736,user1736,benjamin.crawford@example.com,Benjamin,Crawford,"[{'first_name': 'Benjamin', 'last_name': 'Crawford', 'address1': '548 Matthews Valleys', 'address2': '', 'country': 'US', 'city': 'Lake Danieltown', 'state': 'UT', 'zipcode': '84485', 'default': True}]",51,M,footwear_jewelry_furniture,discount_indifferent
1737,user1737,kim.martinez@example.com,Kim,Martinez,"[{'first_name': 'Kim', 'last_name': 'Martinez', 'address1': '83917 Berg Square', 'address2': '', 'country': 'US', 'city': 'West Mariohaven', 'state': 'CO', 'zipcode': '81119', 'default': True}]",33,F,apparel_footwear_accessories,all_discounts
1738,user1738,john.vasquez@example.com,John,Vasquez,"[{'first_name': 'John', 'last_name': 'Vasquez', 'address1': '3707 Anita Spurs Suite 758', 'address2': '', 'country': 'US', 'city': 'Port Ashley', 'state': 'CA', 'zipcode': '90030', 'default': True}]",25,M,homedecor_electronics_outdoors,lower_priced_products
1739,user1739,mark.mckinney@example.com,Mark,Mckinney,"[{'first_name': 'Mark', 'last_name': 'Mckinney', 'address1': '22930 Rodriguez Meadow', 'address2': '', 'country': 'US', 'city': 'Lake Colin', 'state': 'IL', 'zipcode': '61226', 'default': True}]",31,M,groceries_seasonal_tools,discount_indifferent
1740,user1740,hannah.brown@example.com,Hannah,Brown,"[{'first_name': 'Hannah', 'last_name': 'Brown', 'address1': '2975 Jason Port Apt. 732', 'address2': '', 'country': 'US', 'city': 'Peterland', 'state': 'LA', 'zipcode': '70307', 'default': True}]",32,F,beauty_accessories_instruments,lower_priced_products
1741,user1741,nicholas.hunt@example.com,Nicholas,Hunt,"[{'first_name': 'Nicholas', 'last_name': 'Hunt', 'address1': '35466 Gaines Crossing Suite 533', 'address2': '', 'country': 'US', 'city': 'Elizabethbury', 'state': 'OH', 'zipcode': '45277', 'default': True}]",48,M,tools_housewares_apparel,all_discounts
1742,user1742,jessica.jones@example.com,Jessica,Jones,"[{'first_name': 'Jessica', 'last_name': 'Jones', 'address1': '754 Oneill Islands Suite 834', 'address2': '', 'country': 'US', 'city': 'Hillville', 'state': 'VT', 'zipcode': '05410', 'default': True}]",43,F,footwear_jewelry_furniture,discount_indifferent
1743,user1743,cameron.harper@example.com,Cameron,Harper,"[{'first_name': 'Cameron', 'last_name': 'Harper', 'address1': '038 Johnson Tunnel', 'address2': '', 'country': 'US', 'city': 'North Ryan', 'state': 'IN', 'zipcode': '47534', 'default': True}]",45,M,homedecor_electronics_outdoors,discount_indifferent
1744,user1744,amber.meyers@example.com,Amber,Meyers,"[{'first_name': 'Amber', 'last_name': 'Meyers', 'address1': '29899 Tucker Avenue', 'address2': '', 'country': 'US', 'city': 'New Douglasside', 'state': 'HI', 'zipcode': '96829', 'default': True}]",18,F,apparel_footwear_accessories,lower_priced_products
1745,user1745,kayla.hall@example.com,Kayla,Hall,"[{'first_name': 'Kayla', 'last_name': 'Hall', 'address1': '01128 Brian Corners Suite 234', 'address2': '', 'country': 'US', 'city': 'Greenchester', 'state': 'ND', 'zipcode': '58499', 'default': True}]",32,F,electronics_outdoors_footwear,discount_indifferent
1746,user1746,lynn.lyons@example.com,Lynn,Lyons,"[{'first_name': 'Lynn', 'last_name': 'Lyons', 'address1': '738 Wilson Island', 'address2': '', 'country': 'US', 'city': 'West Jeanettefurt', 'state': 'NC', 'zipcode': '28407', 'default': True}]",34,F,books_apparel_homedecor,lower_priced_products
1747,user1747,michael.moore@example.com,Michael,Moore,"[{'first_name': 'Michael', 'last_name': 'Moore', 'address1': '78845 Robinson Heights', 'address2': '', 'country': 'US', 'city': 'New Angela', 'state': 'IL', 'zipcode': '61534', 'default': True}]",18,M,groceries_seasonal_tools,all_discounts
1748,user1748,joseph.stewart@example.com,Joseph,Stewart,"[{'first_name': 'Joseph', 'last_name': 'Stewart', 'address1': '8766 Cheyenne Tunnel Apt. 963', 'address2': '', 'country': 'US', 'city': 'Hallmouth', 'state': 'MS', 'zipcode': '38925', 'default': True}]",27,M,housewares_tools_beauty,all_discounts
1749,user1749,james.gonzales@example.com,James,Gonzales,"[{'first_name': 'James', 'last_name': 'Gonzales', 'address1': '310 Colton Parkways', 'address2': '', 'country': 'US', 'city': 'Millerburgh', 'state': 'AK', 'zipcode': '99947', 'default': True}]",44,M,tools_housewares_apparel,discount_indifferent
1750,user1750,jeffrey.silva@example.com,Jeffrey,Silva,"[{'first_name': 'Jeffrey', 'last_name': 'Silva', 'address1': '852 Larry Fall', 'address2': '', 'country': 'US', 'city': 'Danabury', 'state': 'CO', 'zipcode': '80356', 'default': True}]",23,M,electronics_outdoors_footwear,all_discounts
1751,user1751,crystal.bender@example.com,Crystal,Bender,"[{'first_name': 'Crystal', 'last_name': 'Bender', 'address1': '3766 Gabriel Pine Suite 724', 'address2': '', 'country': 'US', 'city': 'Lake Joseph', 'state': 'IL', 'zipcode': '60481', 'default': True}]",36,F,instruments_books_electronics,discount_indifferent
1752,user1752,sandra.bailey@example.com,Sandra,Bailey,"[{'first_name': 'Sandra', 'last_name': 'Bailey', 'address1': '91349 Joseph Roads', 'address2': '', 'country': 'US', 'city': 'Woodchester', 'state': 'VA', 'zipcode': '24628', 'default': True}]",26,F,books_apparel_homedecor,all_discounts
1753,user1753,christine.tate@example.com,Christine,Tate,"[{'first_name': 'Christine', 'last_name': 'Tate', 'address1': '72111 Flores Isle', 'address2': '', 'country': 'US', 'city': 'Calhounfort', 'state': 'WA', 'zipcode': '99176', 'default': True}]",18,F,housewares_floral_seasonal,all_discounts
1754,user1754,paula.gomez@example.com,Paula,Gomez,"[{'first_name': 'Paula', 'last_name': 'Gomez', 'address1': '651 Scott Pine', 'address2': '', 'country': 'US', 'city': 'Lake Sara', 'state': 'GA', 'zipcode': '30015', 'default': True}]",27,F,furniture_homedecor_housewares,all_discounts
1755,user1755,antonio.johnston@example.com,Antonio,Johnston,"[{'first_name': 'Antonio', 'last_name': 'Johnston', 'address1': '1011 Sullivan Alley', 'address2': '', 'country': 'US', 'city': 'Port Matthewview', 'state': 'AL', 'zipcode': '35992', 'default': True}]",62,M,accessories_groceries_books,lower_priced_products
1756,user1756,amanda.wilson@example.com,Amanda,Wilson,"[{'first_name': 'Amanda', 'last_name': 'Wilson', 'address1': '490 Scott Orchard', 'address2': '', 'country': 'US', 'city': 'Travisberg', 'state': 'KS', 'zipcode': '66432', 'default': True}]",46,F,groceries_seasonal_tools,all_discounts
1757,user1757,hayden.thompson@example.com,Hayden,Thompson,"[{'first_name': 'Hayden', 'last_name': 'Thompson', 'address1': '34576 Campos Crescent', 'address2': '', 'country': 'US', 'city': 'Torresberg', 'state': 'TX', 'zipcode': '76887', 'default': True}]",59,M,tools_housewares_apparel,discount_indifferent
1758,user1758,angel.fleming@example.com,Angel,Fleming,"[{'first_name': 'Angel', 'last_name': 'Fleming', 'address1': '45313 Porter Lakes', 'address2': '', 'country': 'US', 'city': 'Jamesville', 'state': 'MS', 'zipcode': '39614', 'default': True}]",34,F,groceries_seasonal_tools,lower_priced_products
1759,user1759,william.brewer@example.com,William,Brewer,"[{'first_name': 'William', 'last_name': 'Brewer', 'address1': '2674 Lloyd Summit', 'address2': '', 'country': 'US', 'city': 'North Ericatown', 'state': 'WI', 'zipcode': '53713', 'default': True}]",22,M,floral_beauty_jewelry,lower_priced_products
1760,user1760,kristopher.skinner@example.com,Kristopher,Skinner,"[{'first_name': 'Kristopher', 'last_name': 'Skinner', 'address1': '33586 William Hollow', 'address2': '', 'country': 'US', 'city': 'South Crystaltown', 'state': 'CO', 'zipcode': '80576', 'default': True}]",36,M,tools_housewares_apparel,lower_priced_products
1761,user1761,william.roman@example.com,William,Roman,"[{'first_name': 'William', 'last_name': 'Roman', 'address1': '98893 Pearson Rapids', 'address2': '', 'country': 'US', 'city': 'South Melissafurt', 'state': 'ME', 'zipcode': '04557', 'default': True}]",33,M,seasonal_furniture_floral,discount_indifferent
1762,user1762,beth.gonzalez@example.com,Beth,Gonzalez,"[{'first_name': 'Beth', 'last_name': 'Gonzalez', 'address1': '83888 Diane Lane Suite 862', 'address2': '', 'country': 'US', 'city': 'Russellfurt', 'state': 'NC', 'zipcode': '27662', 'default': True}]",49,F,floral_beauty_jewelry,all_discounts
1763,user1763,lisa.greene@example.com,Lisa,Greene,"[{'first_name': 'Lisa', 'last_name': 'Greene', 'address1': '5927 Jordan Centers Suite 317', 'address2': '', 'country': 'US', 'city': 'Port Mary', 'state': 'PA', 'zipcode': '19105', 'default': True}]",22,F,housewares_tools_beauty,discount_indifferent
1764,user1764,nicole.diaz@example.com,Nicole,Diaz,"[{'first_name': 'Nicole', 'last_name': 'Diaz', 'address1': '01873 Amanda Highway Apt. 809', 'address2': '', 'country': 'US', 'city': 'Lake Courtneyport', 'state': 'VT', 'zipcode': '05179', 'default': True}]",34,F,housewares_floral_seasonal,lower_priced_products
1765,user1765,michael.adams@example.com,Michael,Adams,"[{'first_name': 'Michael', 'last_name': 'Adams', 'address1': '8439 Conrad Causeway Apt. 358', 'address2': '', 'country': 'US', 'city': 'North Ralph', 'state': 'WV', 'zipcode': '24924', 'default': True}]",24,M,housewares_floral_seasonal,lower_priced_products
1766,user1766,yvonne.edwards@example.com,Yvonne,Edwards,"[{'first_name': 'Yvonne', 'last_name': 'Edwards', 'address1': '6806 Coleman Gardens Apt. 738', 'address2': '', 'country': 'US', 'city': 'North Thomas', 'state': 'NM', 'zipcode': '88119', 'default': True}]",29,F,housewares_tools_beauty,lower_priced_products
1767,user1767,jeffrey.wall@example.com,Jeffrey,Wall,"[{'first_name': 'Jeffrey', 'last_name': 'Wall', 'address1': '9618 Greer Flats Suite 628', 'address2': '', 'country': 'US', 'city': 'Davidhaven', 'state': 'DC', 'zipcode': '20039', 'default': True}]",43,M,furniture_homedecor_housewares,all_discounts
1768,user1768,paul.moore@example.com,Paul,Moore,"[{'first_name': 'Paul', 'last_name': 'Moore', 'address1': '453 Evans Port', 'address2': '', 'country': 'US', 'city': 'West Heidishire', 'state': 'TX', 'zipcode': '76392', 'default': True}]",34,M,electronics_outdoors_footwear,discount_indifferent
1769,user1769,benjamin.patel@example.com,Benjamin,Patel,"[{'first_name': 'Benjamin', 'last_name': 'Patel', 'address1': '558 Kevin Harbors Apt. 650', 'address2': '', 'country': 'US', 'city': 'Lake Jamie', 'state': 'VT', 'zipcode': '05416', 'default': True}]",31,M,seasonal_furniture_floral,discount_indifferent
1770,user1770,mary.hutchinson@example.com,Mary,Hutchinson,"[{'first_name': 'Mary', 'last_name': 'Hutchinson', 'address1': '3296 Watkins Forest', 'address2': '', 'country': 'US', 'city': 'North Seantown', 'state': 'CO', 'zipcode': '80601', 'default': True}]",32,F,apparel_footwear_accessories,all_discounts
1771,user1771,jeremy.atkinson@example.com,Jeremy,Atkinson,"[{'first_name': 'Jeremy', 'last_name': 'Atkinson', 'address1': '3602 Munoz Brook', 'address2': '', 'country': 'US', 'city': 'Ericton', 'state': 'OK', 'zipcode': '73136', 'default': True}]",34,M,instruments_books_electronics,all_discounts
1772,user1772,angela.spears@example.com,Angela,Spears,"[{'first_name': 'Angela', 'last_name': 'Spears', 'address1': '20838 Jackson Village Apt. 347', 'address2': '', 'country': 'US', 'city': 'North Raymondfort', 'state': 'MT', 'zipcode': '59374', 'default': True}]",45,F,accessories_groceries_books,discount_indifferent
1773,user1773,david.warren@example.com,David,Warren,"[{'first_name': 'David', 'last_name': 'Warren', 'address1': '633 Brian Light Apt. 139', 'address2': '', 'country': 'US', 'city': 'Lake Jameston', 'state': 'ND', 'zipcode': '58590', 'default': True}]",52,M,seasonal_furniture_floral,lower_priced_products
1774,user1774,kimberly.green@example.com,Kimberly,Green,"[{'first_name': 'Kimberly', 'last_name': 'Green', 'address1': '157 Robert Inlet Apt. 355', 'address2': '', 'country': 'US', 'city': 'Tammybury', 'state': 'NJ', 'zipcode': '08612', 'default': True}]",58,F,tools_housewares_apparel,all_discounts
1775,user1775,kyle.burton@example.com,Kyle,Burton,"[{'first_name': 'Kyle', 'last_name': 'Burton', 'address1': '969 Rebecca Port Suite 576', 'address2': '', 'country': 'US', 'city': 'South Donnatown', 'state': 'WI', 'zipcode': '54511', 'default': True}]",45,M,homedecor_electronics_outdoors,all_discounts
1776,user1776,timothy.thompson@example.com,Timothy,Thompson,"[{'first_name': 'Timothy', 'last_name': 'Thompson', 'address1': '678 Ashley Dale Suite 355', 'address2': '', 'country': 'US', 'city': 'Brandiview', 'state': 'AK', 'zipcode': '99818', 'default': True}]",29,M,outdoors_instruments_groceries,discount_indifferent
1777,user1777,kaylee.jensen@example.com,Kaylee,Jensen,"[{'first_name': 'Kaylee', 'last_name': 'Jensen', 'address1': '403 Galvan Canyon Suite 771', 'address2': '', 'country': 'US', 'city': 'North Charles', 'state': 'KY', 'zipcode': '42658', 'default': True}]",41,F,furniture_homedecor_housewares,discount_indifferent
1778,user1778,joseph.waters@example.com,Joseph,Waters,"[{'first_name': 'Joseph', 'last_name': 'Waters', 'address1': '335 Julia Union Suite 582', 'address2': '', 'country': 'US', 'city': 'New Nicole', 'state': 'IL', 'zipcode': '60703', 'default': True}]",33,M,seasonal_furniture_floral,all_discounts
1779,user1779,courtney.moody@example.com,Courtney,Moody,"[{'first_name': 'Courtney', 'last_name': 'Moody', 'address1': '8193 Samantha Pines', 'address2': '', 'country': 'US', 'city': 'Port Henry', 'state': 'IL', 'zipcode': '60407', 'default': True}]",27,F,footwear_jewelry_furniture,lower_priced_products
1780,user1780,jeffery.edwards@example.com,Jeffery,Edwards,"[{'first_name': 'Jeffery', 'last_name': 'Edwards', 'address1': '65439 Andrew Cliffs Apt. 688', 'address2': '', 'country': 'US', 'city': 'New Rebecca', 'state': 'NV', 'zipcode': '89152', 'default': True}]",48,M,furniture_homedecor_housewares,all_discounts
1781,user1781,kelly.bridges@example.com,Kelly,Bridges,"[{'first_name': 'Kelly', 'last_name': 'Bridges', 'address1': '6523 Morton Circle Apt. 574', 'address2': '', 'country': 'US', 'city': 'Gilbertchester', 'state': 'DE', 'zipcode': '19735', 'default': True}]",19,F,accessories_groceries_books,lower_priced_products
1782,user1782,jennifer.carter@example.com,Jennifer,Carter,"[{'first_name': 'Jennifer', 'last_name': 'Carter', 'address1': '4804 Kevin Locks Apt. 339', 'address2': '', 'country': 'US', 'city': 'North Danielle', 'state': 'TN', 'zipcode': '37562', 'default': True}]",52,F,tools_housewares_apparel,lower_priced_products
1783,user1783,patricia.smith@example.com,Patricia,Smith,"[{'first_name': 'Patricia', 'last_name': 'Smith', 'address1': '88875 Brittany Plain Apt. 856', 'address2': '', 'country': 'US', 'city': 'Nancyland', 'state': 'MN', 'zipcode': '55315', 'default': True}]",34,F,apparel_footwear_accessories,lower_priced_products
1784,user1784,kim.little@example.com,Kim,Little,"[{'first_name': 'Kim', 'last_name': 'Little', 'address1': '5203 Wendy Fields', 'address2': '', 'country': 'US', 'city': 'West Ryan', 'state': 'CT', 'zipcode': '06270', 'default': True}]",39,F,footwear_jewelry_furniture,discount_indifferent
1785,user1785,denise.matthews@example.com,Denise,Matthews,"[{'first_name': 'Denise', 'last_name': 'Matthews', 'address1': '4864 Katie Pike', 'address2': '', 'country': 'US', 'city': 'Melissastad', 'state': 'CA', 'zipcode': '92799', 'default': True}]",40,F,tools_housewares_apparel,discount_indifferent
1786,user1786,annette.horn@example.com,Annette,Horn,"[{'first_name': 'Annette', 'last_name': 'Horn', 'address1': '044 Payne Stravenue Suite 958', 'address2': '', 'country': 'US', 'city': 'Lake Jasonfurt', 'state': 'ID', 'zipcode': '83841', 'default': True}]",52,F,footwear_jewelry_furniture,lower_priced_products
1787,user1787,robert.myers@example.com,Robert,Myers,"[{'first_name': 'Robert', 'last_name': 'Myers', 'address1': '244 Hernandez Vista Suite 481', 'address2': '', 'country': 'US', 'city': 'Paigeburgh', 'state': 'NJ', 'zipcode': '07101', 'default': True}]",39,M,instruments_books_electronics,lower_priced_products
1788,user1788,marilyn.parks@example.com,Marilyn,Parks,"[{'first_name': 'Marilyn', 'last_name': 'Parks', 'address1': '2601 Villegas Skyway Suite 814', 'address2': '', 'country': 'US', 'city': 'North Carrie', 'state': 'OK', 'zipcode': '73127', 'default': True}]",39,F,tools_housewares_apparel,all_discounts
1789,user1789,adam.soto@example.com,Adam,Soto,"[{'first_name': 'Adam', 'last_name': 'Soto', 'address1': '0080 Micheal Tunnel', 'address2': '', 'country': 'US', 'city': 'Port Joshua', 'state': 'PA', 'zipcode': '17327', 'default': True}]",20,M,groceries_seasonal_tools,all_discounts
1790,user1790,brenda.harrington@example.com,Brenda,Harrington,"[{'first_name': 'Brenda', 'last_name': 'Harrington', 'address1': '719 Jacobs Ports', 'address2': '', 'country': 'US', 'city': 'Russellville', 'state': 'NV', 'zipcode': '89646', 'default': True}]",35,F,homedecor_electronics_outdoors,all_discounts
1791,user1791,patrick.jenkins@example.com,Patrick,Jenkins,"[{'first_name': 'Patrick', 'last_name': 'Jenkins', 'address1': '793 Cruz View', 'address2': '', 'country': 'US', 'city': 'East Amyborough', 'state': 'NE', 'zipcode': '68019', 'default': True}]",24,M,housewares_floral_seasonal,lower_priced_products
1792,user1792,kevin.dominguez@example.com,Kevin,Dominguez,"[{'first_name': 'Kevin', 'last_name': 'Dominguez', 'address1': '1856 Felicia Mountain Apt. 321', 'address2': '', 'country': 'US', 'city': 'East Derek', 'state': 'AK', 'zipcode': '99682', 'default': True}]",43,M,housewares_floral_seasonal,discount_indifferent
1793,user1793,maria.henry@example.com,Maria,Henry,"[{'first_name': 'Maria', 'last_name': 'Henry', 'address1': '4150 Washington Ramp Suite 853', 'address2': '', 'country': 'US', 'city': 'Port Paulland', 'state': 'UT', 'zipcode': '84177', 'default': True}]",35,F,groceries_seasonal_tools,all_discounts
1794,user1794,robert.andersen@example.com,Robert,Andersen,"[{'first_name': 'Robert', 'last_name': 'Andersen', 'address1': '209 Monique Inlet Apt. 575', 'address2': '', 'country': 'US', 'city': 'Dariusmouth', 'state': 'CA', 'zipcode': '92119', 'default': True}]",41,M,outdoors_instruments_groceries,all_discounts
1795,user1795,ronald.boyle@example.com,Ronald,Boyle,"[{'first_name': 'Ronald', 'last_name': 'Boyle', 'address1': '035 Christopher Pine Suite 492', 'address2': '', 'country': 'US', 'city': 'West Davidfort', 'state': 'MA', 'zipcode': '01872', 'default': True}]",19,M,floral_beauty_jewelry,discount_indifferent
1796,user1796,julia.glover@example.com,Julia,Glover,"[{'first_name': 'Julia', 'last_name': 'Glover', 'address1': '7750 Sharon Mills Suite 120', 'address2': '', 'country': 'US', 'city': 'Santiagofurt', 'state': 'SD', 'zipcode': '57348', 'default': True}]",21,F,groceries_seasonal_tools,lower_priced_products
